reviewId,field,seed,llm,similarity
73da0e94-4474-4aaf-9f48-9cd381b9c8de,reviewSummary,"Elden Ring is visually stunning but can be frustratingly difficult and repetitive. Not recommended for those who dislike Soulslike games or want a more guided experience.","The reviewer finds Elden Ring visually appealing but struggles with its difficulty and lack of guidance, expressing a preference for more accessible games like Breath of the Wild.",0.21
73da0e94-4474-4aaf-9f48-9cd381b9c8de,alsoRecommends,["The Legend of Zelda: Breath of the Wild"],["Breath of the Wild"],0.67
73da0e94-4474-4aaf-9f48-9cd381b9c8de,pros,["Visuals"],["Great visuals"],0.50
73da0e94-4474-4aaf-9f48-9cd381b9c8de,cons,["Unfair difficulty","Lack of direction","Repetitive bosses"],["Unfair difficulty","Lack of direction","Repetitive boss fights"],0.75
7bed811d-39cf-4688-a409-d618f945fff2,sentimentScore,undefined,6,0.00
7bed811d-39cf-4688-a409-d618f945fff2,sentimentSummary,"Mixed","Mostly positive",0.00
7bed811d-39cf-4688-a409-d618f945fff2,verdict,undefined,"positive",0.00
7bed811d-39cf-4688-a409-d618f945fff2,biasIndicators,["critical of technical issue"],["genre aversion"],0.00
7bed811d-39cf-4688-a409-d618f945fff2,reviewSummary,"The Witcher 3 shines in story and side quests, but technical flaws and mediocre combat may frustrate some players. Worth playing if you can overlook the issues.","The Witcher 3 offers a great narrative experience with top-notch storylines and side quests. However, the game suffers from mediocre combat, clunky UI, and performance issues on PC. Despite these drawbacks, it can still provide an enjoyable time for those who can overlook the technical challenges.",0.21
7bed811d-39cf-4688-a409-d618f945fff2,alsoRecommends,["Cyberpunk 2077"],["Cyberpunk 2077"],1.00
7bed811d-39cf-4688-a409-d618f945fff2,pros,["Story","Side quests"],["Strong story and side quests"],0.33
7bed811d-39cf-4688-a409-d618f945fff2,cons,["Combat","UI","Performance issues"],["Mediocre combat system","Clunky UI","Performance issues on PC"],0.44
1e0609eb-d127-4cc7-b6be-2c0db83d2c57,sentimentScore,undefined,7,0.00
1e0609eb-d127-4cc7-b6be-2c0db83d2c57,sentimentSummary,"Positive with platform bias","Mostly positive",0.20
1e0609eb-d127-4cc7-b6be-2c0db83d2c57,verdict,undefined,"positive",0.00
1e0609eb-d127-4cc7-b6be-2c0db83d2c57,biasIndicators,["playstation fan","platform loyalty"],["nostalgia bias","platform bias"],0.17
1e0609eb-d127-4cc7-b6be-2c0db83d2c57,reviewSummary,"Great game, but PlayStation performance issues hold it back a bit for platform loyalists.","The reviewer, a long-time PlayStation fan, enjoyed their experience playing Elden Ring on PS5, praising the visuals and combat. However, they noted performance issues when compared to the PC version. Their bias towards PlayStation and FromSoftware's exclusives may have influenced their overall positive view of the game.",0.10
1e0609eb-d127-4cc7-b6be-2c0db83d2c57,alsoRecommends,["Bloodborne"],[],0.00
1e0609eb-d127-4cc7-b6be-2c0db83d2c57,pros,["Visuals","Combat"],["Fantastic visuals","Great combat"],0.50
1e0609eb-d127-4cc7-b6be-2c0db83d2c57,cons,["Performance on PS5"],["Performance issues compared to PC"],0.14
5d6a226d-6fe9-4e99-a450-aba2af5b30e3,sentimentScore,undefined,8,0.00
5d6a226d-6fe9-4e99-a450-aba2af5b30e3,sentimentSummary,"Overwhelmingly positive (nostalgia)","Mostly positive",0.25
5d6a226d-6fe9-4e99-a450-aba2af5b30e3,verdict,undefined,"positive",0.00
5d6a226d-6fe9-4e99-a450-aba2af5b30e3,biasIndicators,["nostalgia bias","played original as a kid"],["nostalgia bias"],0.67
5d6a226d-6fe9-4e99-a450-aba2af5b30e3,reviewSummary,"A must-play for fans of the original, with nostalgia amplifying the experience.","The reviewer's fond memories of the original Witcher game heavily influenced their positive perception of this installment. While acknowledging some flaws like dated graphics, the strong emotional connection through nostalgia made the overall experience very positive.",0.13
5d6a226d-6fe9-4e99-a450-aba2af5b30e3,alsoRecommends,["The Witcher 2"],["Fans of the earlier Witcher games"],0.29
5d6a226d-6fe9-4e99-a450-aba2af5b30e3,pros,["Nostalgic story","Music"],["Engaging story","Memorable music"],0.42
5d6a226d-6fe9-4e99-a450-aba2af5b30e3,cons,["Dated graphics"],["Dated graphics"],1.00
d233920e-f5ca-4396-a5db-ff51abe65b40,sentimentScore,undefined,7,0.00
d233920e-f5ca-4396-a5db-ff51abe65b40,sentimentSummary,"Positive (sponsored)","Very positive",0.33
d233920e-f5ca-4396-a5db-ff51abe65b40,verdict,undefined,"positive",0.00
d233920e-f5ca-4396-a5db-ff51abe65b40,biasIndicators,["sponsored review","potential promotional bia"],["sponsored bias"],0.22
d233920e-f5ca-4396-a5db-ff51abe65b40,reviewSummary,"Expansive and replayable, but note the sponsored context.","Elden Ring provides a vast and engaging world with substantial replay value, although the learning curve is challenging, the overall experience is rewarding and enjoyable, despite the reviewer having a sponsored background.",0.09
d233920e-f5ca-4396-a5db-ff51abe65b40,alsoRecommends,["Sekiro"],[],0.00
d233920e-f5ca-4396-a5db-ff51abe65b40,pros,["Expansive world","Replay value"],["Expansive world","Tons of replay value","Enjoyable experience"],0.60
d233920e-f5ca-4396-a5db-ff51abe65b40,cons,["Steep learning curve"],["Steep learning curve"],1.00
af9d9082-8ad1-4922-894b-dcf290cf1a62,sentimentScore,undefined,3,0.00
af9d9082-8ad1-4922-894b-dcf290cf1a62,sentimentSummary,"Mixed (genre aversion)","Mixed (genre aversion)",1.00
af9d9082-8ad1-4922-894b-dcf290cf1a62,verdict,undefined,"negative",0.00
af9d9082-8ad1-4922-894b-dcf290cf1a62,biasIndicators,["not a fan of turn-based game","genre aversion"],["genre aversion"],0.67
af9d9082-8ad1-4922-894b-dcf290cf1a62,reviewSummary,"Great story, but genre fans will enjoy it more than I did.","The reviewer has mixed feelings about The Witcher 3, praising its story but finding the combat and pacing unsuitable for someone who doesn't typically enjoy turn-based games.",0.08
af9d9082-8ad1-4922-894b-dcf290cf1a62,alsoRecommends,["Mass Effect"],[],0.00
af9d9082-8ad1-4922-894b-dcf290cf1a62,pros,["Story"],["Great story"],0.50
af9d9082-8ad1-4922-894b-dcf290cf1a62,cons,["Turn-based combat","Slow pacing"],["Combat and pacing not enjoyable for non-fans of the genre"],0.08
4419d862-bc47-4fb9-8a6d-4b69daab0f7b,sentimentScore,undefined,3,0.00
4419d862-bc47-4fb9-8a6d-4b69daab0f7b,sentimentSummary,"Mixed (reviewer fatigue)","Mixed (reviewer fatigue)",1.00
4419d862-bc47-4fb9-8a6d-4b69daab0f7b,verdict,undefined,"Negative",0.00
4419d862-bc47-4fb9-8a6d-4b69daab0f7b,biasIndicators,["reviewer fatigue","burned out after 100 hour"],["reviewer fatigue"],0.67
4419d862-bc47-4fb9-8a6d-4b69daab0f7b,reviewSummary,"Huge game, but can lead to burnout for completionists.","The reviewer expresses being burned out after investing 100 hours into Elden Ring, noting the abundance of content and boss variety but highlighting repetitive gameplay that led to fatigue.",0.06
4419d862-bc47-4fb9-8a6d-4b69daab0f7b,alsoRecommends,["Dark Souls"],[],0.00
4419d862-bc47-4fb9-8a6d-4b69daab0f7b,pros,["Content","Boss variety"],["Ton of content","Boss variety"],0.67
4419d862-bc47-4fb9-8a6d-4b69daab0f7b,cons,["Repetitive","Burnout"],["Repetitive gameplay","Fatigue"],0.25
986da5b9-ddea-4664-8f18-e1827f088454,sentimentScore,undefined,4,0.00
986da5b9-ddea-4664-8f18-e1827f088454,sentimentSummary,"Contrarian","Mixed (reviewer fatigue)",0.00
986da5b9-ddea-4664-8f18-e1827f088454,verdict,undefined,"negative",0.00
986da5b9-ddea-4664-8f18-e1827f088454,biasIndicators,["contrarian","skeptical of hype"],["reviewer fatigue"],0.00
986da5b9-ddea-4664-8f18-e1827f088454,reviewSummary,"Not for everyone—don't believe the hype if you're not already a fan.","The reviewer expresses mixed feelings towards The Witcher 3, acknowledging the game's good side quests but feeling it is overhyped and not living up to the widespread acclaim.",0.05
986da5b9-ddea-4664-8f18-e1827f088454,alsoRecommends,["Dragon Age"],[],0.00
986da5b9-ddea-4664-8f18-e1827f088454,pros,["Side quests"],["Good side quests"],0.67
986da5b9-ddea-4664-8f18-e1827f088454,cons,["Overhyped","Not for everyone"],["Feels overhyped"],0.33
926468de-34d7-49dc-a8e0-e4cf6fa0eab2,sentimentScore,undefined,7,0.00
926468de-34d7-49dc-a8e0-e4cf6fa0eab2,sentimentSummary,"Positive (influencer bias)","Mixed (reviewer fatigue)",0.00
926468de-34d7-49dc-a8e0-e4cf6fa0eab2,verdict,undefined,"Positive",0.00
926468de-34d7-49dc-a8e0-e4cf6fa0eab2,biasIndicators,["influencer bias","audience expectation"],["influencer bias","reviewer fatigue"],0.50
926468de-34d7-49dc-a8e0-e4cf6fa0eab2,reviewSummary,"Great for the community, but influencer bias may affect the score.","The reviewer acknowledges the pressure from their audience to like Elden Ring more due to the series' popularity. They appreciate the great community and replay value but question if the influencer effect positively influences their rating.",0.14
926468de-34d7-49dc-a8e0-e4cf6fa0eab2,alsoRecommends,["Bloodborne"],[],0.00
926468de-34d7-49dc-a8e0-e4cf6fa0eab2,pros,["Community","Replay value"],["Great community","Lots of replay value"],0.50
926468de-34d7-49dc-a8e0-e4cf6fa0eab2,cons,["Pressure to like it"],["Influencer bias potential skewing rating"],0.00
fdf87859-4a75-4e44-b92d-18cfba246335,sentimentScore,undefined,9,0.00
fdf87859-4a75-4e44-b92d-18cfba246335,sentimentSummary,"overwhelmingly positive","Very positive",0.33
fdf87859-4a75-4e44-b92d-18cfba246335,verdict,undefined,"positive",0.00
fdf87859-4a75-4e44-b92d-18cfba246335,biasIndicators,["fan of fromsoftware game"],["franchise bias"],0.00
fdf87859-4a75-4e44-b92d-18cfba246335,reviewSummary,"Elden Ring offers a vast, challenging world with rewarding exploration and combat. Best for fans of FromSoftware, but the difficulty and sparse story may not appeal to everyone.","Elden Ring excels in open world design, offering challenging and rewarding gameplay with a world full of secrets to explore despite potential hurdles like difficulty and sparse storytelling. It's a must-play for fans of FromSoftware, especially if you enjoyed Dark Souls 3 or The Witcher 3.",0.30
fdf87859-4a75-4e44-b92d-18cfba246335,alsoRecommends,["The Witcher 3","Dark Souls 3"],["Dark Souls 3","The Witcher 3"],1.00
fdf87859-4a75-4e44-b92d-18cfba246335,pros,["Open world","Combat","Atmosphere"],["Masterpiece open-world design","Challenging but rewarding combat","World full of secrets","Sense of discovery"],0.24
fdf87859-4a75-4e44-b92d-18cfba246335,cons,["Difficulty","Sparse story moments"],["Difficulty may turn off some players","Sparse story at times"],0.28
94394cbe-ba1d-4ddc-8a57-81fd861c8d38,sentimentScore,undefined,7,0.00
94394cbe-ba1d-4ddc-8a57-81fd861c8d38,sentimentSummary,"very positive","Very positive",1.00
94394cbe-ba1d-4ddc-8a57-81fd861c8d38,verdict,undefined,"positive",0.00
94394cbe-ba1d-4ddc-8a57-81fd861c8d38,biasIndicators,["prefers story-driven game"],["story-driven bias"],0.40
94394cbe-ba1d-4ddc-8a57-81fd861c8d38,reviewSummary,"The Witcher 3 is a must-play for story lovers, with an incredible world and quests, but bugs and clunky combat hold it back. Recommended for those who value narrative over gameplay polish.","The Witcher 3 impressively raises the bar in RPGs with its phenomenal storytelling and world creation, albeit hindered by persistent bugs and somewhat clunky combat. Highly recommended for fans who prioritize narrative depth and immersive environments, comparable to Elden Ring and Red Dead Redemption 2.",0.22
94394cbe-ba1d-4ddc-8a57-81fd861c8d38,alsoRecommends,["Elden Ring","Red Dead Redemption 2"],["Elden Ring","Red Dead Redemption 2"],1.00
94394cbe-ba1d-4ddc-8a57-81fd861c8d38,pros,["Story","World","Quests"],["Incredible story and world-building","Best quests"],0.32
94394cbe-ba1d-4ddc-8a57-81fd861c8d38,cons,["Bugs","Clunky combat"],["Remaining bugs after patches","Clunky combat"],0.63
d632e6c8-f143-4776-9c10-416498a3e889,sentimentScore,undefined,3,0.00
d632e6c8-f143-4776-9c10-416498a3e889,sentimentSummary,"mixed to negative","Mixed to negative",1.00
d632e6c8-f143-4776-9c10-416498a3e889,verdict,undefined,"negative",0.00
d632e6c8-f143-4776-9c10-416498a3e889,biasIndicators,["prefers accessible game","not a fan of soulslike"],["genre aversion","accessibility bias"],0.00
d632e6c8-f143-4776-9c10-416498a3e889,reviewSummary,"Elden Ring is visually stunning but can be frustratingly difficult and repetitive. Not recommended for those who dislike Soulslike games or want a more guided experience.","The reviewer found Elden Ring to have great visuals but struggled with the unfair difficulty, lack of direction, and repetitive boss fights, ultimately recommending Breath of the Wild for a more accessible experience.",0.19
d632e6c8-f143-4776-9c10-416498a3e889,alsoRecommends,["The Legend of Zelda: Breath of the Wild"],["Breath of the Wild"],0.67
d632e6c8-f143-4776-9c10-416498a3e889,pros,["Visuals"],["Great visuals"],0.50
d632e6c8-f143-4776-9c10-416498a3e889,cons,["Unfair difficulty","Lack of direction","Repetitive bosses"],["Unfair difficulty","Lack of direction","Repetitive boss fights"],0.75
097f3a48-36b5-4c01-a90b-e71ac3a82c20,sentimentScore,undefined,5,0.00
097f3a48-36b5-4c01-a90b-e71ac3a82c20,sentimentSummary,"mixed","Mixed",1.00
097f3a48-36b5-4c01-a90b-e71ac3a82c20,verdict,undefined,"neutral",0.00
097f3a48-36b5-4c01-a90b-e71ac3a82c20,biasIndicators,["critical of technical issue"],["genre aversion","technical criticism"],0.13
097f3a48-36b5-4c01-a90b-e71ac3a82c20,reviewSummary,"The Witcher 3 shines in story and side quests, but technical flaws and mediocre combat may frustrate some players. Worth playing if you can overlook the issues.","The Witcher 3 offers a great narrative experience with top-notch story and side quests, but falls short in terms of combat mechanics, UI functionality, and performance issues on PC. The reviewer advises that while some may overlook these flaws, they do matter, suggesting Cyberpunk 2077 for a more polished gameplay experience.",0.26
097f3a48-36b5-4c01-a90b-e71ac3a82c20,alsoRecommends,["Cyberpunk 2077"],["Cyberpunk 2077"],1.00
097f3a48-36b5-4c01-a90b-e71ac3a82c20,pros,["Story","Side quests"],["Fantastic story and side quests"],0.33
097f3a48-36b5-4c01-a90b-e71ac3a82c20,cons,["Combat","UI","Performance issues"],["Mediocre combat system","Clunky UI","Performance issues on PC"],0.44
08782a6e-045b-4f80-9775-366de8591f57,sentimentScore,undefined,7,0.00
08782a6e-045b-4f80-9775-366de8591f57,sentimentSummary,"positive with platform bias","Very positive",0.20
08782a6e-045b-4f80-9775-366de8591f57,verdict,undefined,"positive",0.00
08782a6e-045b-4f80-9775-366de8591f57,biasIndicators,["playstation fan","platform loyalty"],["franchise bias","nostalgia bias"],0.00
08782a6e-045b-4f80-9775-366de8591f57,reviewSummary,"Great game, but PlayStation performance issues hold it back a bit for platform loyalists.","Elden Ring delivers a fantastic experience for PlayStation fans with stunning visuals and engaging combat. However, some performance issues may affect the overall gameplay, especially for those used to PC.",0.13
08782a6e-045b-4f80-9775-366de8591f57,alsoRecommends,["Bloodborne"],[],0.00
08782a6e-045b-4f80-9775-366de8591f57,pros,["Visuals","Combat"],["Fantastic visuals","Great combat"],0.50
08782a6e-045b-4f80-9775-366de8591f57,cons,["Performance on PS5"],["Performance issues on PS5 compared to PC"],0.43
0596ed3c-41c3-4471-b373-60e40d785a3b,sentimentScore,undefined,8,0.00
0596ed3c-41c3-4471-b373-60e40d785a3b,sentimentSummary,"overwhelmingly positive","Mostly positive",0.33
0596ed3c-41c3-4471-b373-60e40d785a3b,verdict,undefined,"positive",0.00
0596ed3c-41c3-4471-b373-60e40d785a3b,biasIndicators,["nostalgia bias","played original as a kid"],["nostalgia bias"],0.67
